"cycle","soh_true","soh_pred"
"118","0.6790483593940735","0.6975113749504089"
"119","0.676634669303894","0.696765124797821"
"120","0.6920802593231201","0.6965848803520203"
"121","0.7025734186172485","0.697078287601471"
"122","0.6893596053123474","0.6933581233024597"
"123","0.6841329336166382","0.6913325786590576"
"124","0.6786574721336365","0.6898919939994812"
"125","0.6762467622756958","0.6883796453475952"
"126","0.6737050414085388","0.6870520710945129"
"127","0.6685037612915039","0.6857324838638306"
"128","0.6656175851821899","0.6845309138298035"
"129","0.6629652380943298","0.6834388971328735"
"130","0.6607893705368042","0.682065486907959"
"131","0.6606126427650452","0.680587112903595"
"132","0.6578243374824524","0.6794281005859375"
"133","0.660451352596283","0.6776441335678101"
"134","0.6737163662910461","0.6769912838935852"
"135","0.6630063652992249","0.6756898164749146"
"136","0.6550593972206116","0.675013542175293"
"137","0.6526081562042236","0.6748291254043579"
"138","0.6502031087875366","0.6720636487007141"
"139","0.650117814540863","0.6702336072921753"
"140","0.6447533965110779","0.6696574687957764"
"141","0.6396265029907227","0.669730544090271"
"142","0.6396039724349976","0.6692503094673157"
"143","0.6370183229446411","0.6663978099822998"
"144","0.6370636224746704","0.6650660634040833"
"145","0.6318818926811218","0.6651898622512817"
"146","0.6290687918663025","0.6655078530311584"
"147","0.6266298294067383","0.664874792098999"
"148","0.626615583896637","0.6612318754196167"
"149","0.6240438222885132","0.6604658365249634"
"150","0.6267175674438477","0.6593902707099915"
"151","0.6449024677276611","0.6546916365623474"
"152","0.631770133972168","0.6536137461662292"
"153","0.6239880919456482","0.6529209613800049"
"154","0.616060197353363","0.6524180769920349"
"155","0.6135568618774414","0.6516783833503723"
"156","0.6108698844909668","0.650584876537323"
"157","0.6055513024330139","0.6493821740150452"
"158","0.6028079390525818","0.6485683917999268"
"159","0.6004467606544495","0.6475697755813599"
"160","0.5952951312065125","0.6460263729095459"
"161","0.5925895571708679","0.6446335911750793"
"162","0.5898353457450867","0.6433494091033936"
"163","0.5872976183891296","0.6429254412651062"
"164","0.5769091248512268","0.6423164010047913"
"165","0.5822004675865173","0.6402517557144165"
"166","0.5793986916542053","0.639056921005249"
"167","0.5874873399734497","0.6361044049263"
"168","0.5928375124931335","0.6337981820106506"
