"cycle","soh_true","soh_pred"
"77","0.7924715280532837","0.7864066958427429"
"78","0.7977632284164429","0.7955564260482788"
"79","0.7873649597167969","0.78106290102005"
"80","0.7824510931968689","0.7748158574104309"
"81","0.7798830270767212","0.7734857201576233"
"82","0.7797408699989319","0.774088978767395"
"83","0.7773447036743164","0.774782657623291"
"84","0.7744370102882385","0.7712017893791199"
"85","0.7691183090209961","0.7675291299819946"
"86","0.7639570236206055","0.7635519504547119"
"87","0.7642624378204346","0.7626863121986389"
"88","0.7613237500190735","0.7630254626274109"
"89","0.7587430477142334","0.7609376311302185"
"90","0.8029095530509949","0.7678154706954956"
"91","0.7819246053695679","0.773944079875946"
"92","0.7740458846092224","0.7660592794418335"
"93","0.7661877870559692","0.7604626417160034"
"94","0.7634763717651367","0.7551417350769043"
"95","0.7584785223007202","0.7517643570899963"
"96","0.7559489011764526","0.7507039308547974"
"97","0.7532818913459778","0.748440682888031"
"98","0.7507725358009338","0.7473025321960449"
"99","0.7454223036766052","0.7446603178977966"
"100","0.7429342865943909","0.742473840713501"
"101","0.7402067184448242","0.7403013706207275"
"102","0.7376047968864441","0.7379754185676575"
"103","0.7429517507553101","0.7383193969726562"
"104","0.7480459809303284","0.7463197112083435"
"105","0.7404003143310547","0.7384698390960693"
"106","0.7348772883415222","0.7340556979179382"
"107","0.7269506454467773","0.7299142479896545"
"108","0.727073073387146","0.7275026440620422"
"109","0.7275118827819824","0.728371262550354"
"110","0.7245209813117981","0.727264404296875"
"111","0.7193354964256287","0.7227281928062439"
"112","0.7167226076126099","0.719924807548523"
"113","0.7166978120803833","0.7201439738273621"
"114","0.7140322923660278","0.7203725576400757"
"115","0.7114601731300354","0.7173547148704529"
"116","0.7087146043777466","0.7134985327720642"
"117","0.7062046527862549","0.7107979655265808"
"118","0.7062894105911255","0.7098240256309509"
"119","0.7037991285324097","0.711876630783081"
"120","0.7166959643363953","0.715010404586792"
"121","0.7191274762153625","0.7157846689224243"
"122","0.7086774110794067","0.7084360122680664"
"123","0.7034908533096313","0.7037307024002075"
"124","0.7006018757820129","0.7013623118400574"
"125","0.6983504891395569","0.6994340419769287"
"126","0.6956424117088318","0.6977362632751465"
"127","0.6931143999099731","0.6957455277442932"
"128","0.6902183294296265","0.6939492225646973"
"129","0.6876180768013","0.6921471953392029"
"130","0.6852563619613647","0.690399169921875"
"131","0.6852542757987976","0.6889742612838745"
"132","0.6823676228523254","0.6874099373817444"
"133","0.687696099281311","0.6891367435455322"
"134","0.6930557489395142","0.6898871064186096"
"135","0.6849249005317688","0.68561190366745"
"136","0.6823912262916565","0.6826745271682739"
"137","0.6771612167358398","0.6802856922149658"
"138","0.6773208975791931","0.6798489093780518"
"139","0.6773519515991211","0.6792588233947754"
"140","0.6746574640274048","0.6766782402992249"
"141","0.672094464302063","0.6744149923324585"
"142","0.6694956421852112","0.6725104451179504"
"143","0.6694573760032654","0.6713820099830627"
"144","0.6670030951499939","0.6700692772865295"
"145","0.6643223166465759","0.6684554815292358"
"146","0.66158527135849","0.6667624115943909"
"147","0.6590845584869385","0.665218710899353"
"148","0.6592331528663635","0.6637073755264282"
"149","0.6591464877128601","0.6624549627304077"
"150","0.6619361639022827","0.661817729473114"
"151","0.6800609230995178","0.6624783873558044"
"152","0.6697654128074646","0.6596682667732239"
"153","0.6645143628120422","0.6577154994010925"
"154","0.6618370413780212","0.6560713648796082"
"155","0.6593169569969177","0.6544657945632935"
"156","0.6567375063896179","0.6530448198318481"
"157","0.6566010117530823","0.6517059803009033"
"158","0.6538981199264526","0.6503389477729797"
"159","0.6515164375305176","0.6488921046257019"
"160","0.6516785621643066","0.6475065350532532"
"161","0.6517049074172974","0.6461280584335327"
"162","0.6489434838294983","0.6447083950042725"
"163","0.6490368843078613","0.6434779167175293"
"164","0.6467317342758179","0.6420773267745972"
"165","0.644001841545105","0.6406658887863159"
"166","0.6437262296676636","0.639383852481842"
"167","0.6545076966285706","0.639936089515686"
"168","0.662539541721344","0.6396517157554626"
