"cycle","soh_true","soh_pred"
"79","0.8157849907875061","0.8245206475257874"
"80","0.8106065988540649","0.8171026110649109"
"81","0.8082136511802673","0.8161354064941406"
"82","0.8079118132591248","0.8202006816864014"
"83","0.8083620071411133","0.8238932490348816"
"84","0.8054327964782715","0.8189557194709778"
"85","0.8003302216529846","0.8115689158439636"
"86","0.7979587912559509","0.8032453060150146"
"87","0.7981089949607849","0.8033938407897949"
"88","0.7979031801223755","0.8081766366958618"
"89","0.7953253984451294","0.806791365146637"
"90","0.8444104790687561","0.8245608806610107"
"91","0.8129969239234924","0.827427864074707"
"92","0.8078717589378357","0.8212054967880249"
"93","0.8028312921524048","0.8120701909065247"
"94","0.7974873185157776","0.8031954169273376"
"95","0.7952050566673279","0.798108696937561"
"96","0.7926759123802185","0.7951181530952454"
"97","0.7899868488311768","0.7929965853691101"
"98","0.7876092195510864","0.7910506725311279"
"99","0.7848992347717285","0.7873315215110779"
"100","0.7851281762123108","0.7846816778182983"
"101","0.7826249599456787","0.781903088092804"
"102","0.7798169255256653","0.7790745496749878"
"103","0.7824909687042236","0.778904914855957"
"104","0.7874898314476013","0.795459508895874"
"105","0.7826405763626099","0.78598952293396"
"106","0.7798777222633362","0.7794477939605713"
"107","0.7749488949775696","0.7715840339660645"
"108","0.7719385027885437","0.7673358917236328"
"109","0.7725095152854919","0.7698216438293457"
"110","0.7722969055175781","0.7703356742858887"
"111","0.767154335975647","0.7626178860664368"
"112","0.7643802762031555","0.7577551007270813"
"113","0.7644630074501038","0.7585975527763367"
"114","0.7645458579063416","0.7605915069580078"
"115","0.7619529366493225","0.7565016746520996"
"116","0.7593337297439575","0.750370442867279"
"117","0.7568241953849792","0.7437723278999329"
"118","0.756802499294281","0.7452963590621948"
"119","0.7569734454154968","0.7501608729362488"
"120","0.7669800519943237","0.7561149001121521"
"121","0.7695685625076294","0.7588733434677124"
"122","0.7618123888969421","0.7474266290664673"
"123","0.7567905783653259","0.7384482622146606"
"124","0.7538925409317017","0.7334572672843933"
"125","0.7515980005264282","0.730612576007843"
"126","0.7489110231399536","0.7275941967964172"
"127","0.7464243769645691","0.7248827219009399"
"128","0.7462072372436523","0.7212003469467163"
"129","0.7437413930892944","0.7188944816589355"
"130","0.7412675619125366","0.7162126302719116"
"131","0.7413936853408813","0.7140643000602722"
"132","0.7384855151176453","0.7118604779243469"
"133","0.7409507036209106","0.7166182398796082"
"134","0.7490683197975159","0.7211527824401855"
"135","0.7410388588905334","0.7142890095710754"
"136","0.738557755947113","0.7090843319892883"
"137","0.7360385060310364","0.7038931250572205"
"138","0.7361240386962891","0.7043962478637695"
"139","0.7335053086280823","0.7052797079086304"
"140","0.7308836579322815","0.7004638910293579"
"141","0.7283477187156677","0.6962672472000122"
"142","0.725677490234375","0.6930610537528992"
"143","0.7258080244064331","0.6924853324890137"
"144","0.7234081029891968","0.6915746331214905"
"145","0.7233785390853882","0.6887984871864319"
"146","0.7206898927688599","0.6852933764457703"
"147","0.7181228995323181","0.6825838685035706"
"148","0.7184076309204102","0.6825565695762634"
"149","0.718147337436676","0.6809204816818237"
"150","0.7209287285804749","0.6796454787254333"
"151","0.7336031794548035","0.6844955086708069"
"152","0.7259320616722107","0.6809830069541931"
"153","0.7235689759254456","0.6771174669265747"
"154","0.7208952903747559","0.6746554970741272"
"155","0.7158154845237732","0.6721991300582886"
"156","0.715904176235199","0.6706335544586182"
"157","0.7131280303001404","0.6685779094696045"
"158","0.7130438089370728","0.6666024327278137"
"159","0.7106317281723022","0.6649823188781738"
"160","0.7081636190414429","0.6632296442985535"
"161","0.7082890868186951","0.6620173454284668"
"162","0.705420196056366","0.6601681709289551"
"163","0.7054976224899292","0.6587476134300232"
"164","0.7030858397483826","0.6566601991653442"
"165","0.7031679749488831","0.6553372144699097"
"166","0.7002276182174683","0.6534724235534668"
"167","0.7108933329582214","0.658302903175354"
"168","0.7162275910377502","0.6598978042602539"
